vernacularName	source	language	locality	countryCode	isPreferredName	taxonRemarks	taxonID
Goddada Kayi		kan					accepted_6190
Indian Hog Plum		eng					accepted_6190
Andaman Mombin							accepted_6190
Indian Hog Plum							accepted_6190
Indian Mombin							accepted_6190
अम्बाड़ा Ambara		hin					accepted_6190
अम्बाड़ी Ambari		hin					accepted_6190
अमरा Amra		hin					accepted_6190
भृङ्गी फल Bhringi-phal		hin					accepted_6190
मेटुला Metula		hin					accepted_6190
पशु हरितकी Pashu-haritaki		hin					accepted_6190
पीतन Pitan		hin					accepted_6190
अमडा Amada		mar					accepted_6190
अंबाडा Ambada		mar					accepted_6190
ढोलआंबा Dholamba		mar					accepted_6190
खटांबा Khatamba		mar					accepted_6190
रानआंबा Ranamba		mar					accepted_6190
അമ്പഴം Ampazham		mal					accepted_6190
అడవిమామిడి Adavimamidi		tel					accepted_6190
అధ్వము Adhvamu		tel					accepted_6190
అంబాళము Ambalamu		tel					accepted_6190
আমড়া Aamada		ben					accepted_6190
আম্রাত Aamraata		ben					accepted_6190
আম্রাতক Aamraataka		ben					accepted_6190
आंबाडे Ambade		kok					accepted_6190
आंबाडो Ambado		kok					accepted_6190
আমৰা Aamrata		asm					accepted_6190
અંબાડાં Ambaada		guj					accepted_6190
आम्रात Aamraata		san					accepted_6190
अम्रातकः Amraatakah		san					accepted_6190
मेटुला Metula		san					accepted_6190
पीतनः Pitan		san					accepted_6190
கிஞ்சம் Kincam		tam					accepted_6190
புளிமா Pulima		tam					accepted_6190
अमारो Amaro		nep					accepted_6190
Hog plum		eng					accepted_6190
Wild mango		eng					accepted_6190
Kattambazham		mal					accepted_6190
Mampuli		mal					accepted_6190
Pithanam		mal					accepted_6190
Kaattu maamaram							accepted_6190
Mambulichi							accepted_6190
Marimaa							accepted_6190
Puli ilai							accepted_6190
Thondi		tam					accepted_6209
Kawili		tam					accepted_6209
Kavalam		tam					accepted_6209
Kavalam		mal					accepted_6209
Kithondi		mal					accepted_6209
Peenari		mal					accepted_6209
Pottakavalam		mal					accepted_6209
Thondi		mal					accepted_6209
Kudregonatte		kan					accepted_6209
Kampirike		kan					accepted_6209
Spotted Sterculia							accepted_6209
हिरिक Hirik		hin					accepted_6209
कूकर Kukar		mar					accepted_6209
Goldar		mar					accepted_6209
Dongari Badam		mar					accepted_6209
Pachpala		mar					accepted_6209
கவலம் Kavalam		tam					accepted_6209
കിതകൊന്ഡീ Kithkondi		mal					accepted_6209
Kuhimdar		kok					accepted_6209
হিৰিখ Hirikh		asm					accepted_6209
Happu Savaga		kan					accepted_6209
Aanathondimaram		mal					accepted_6209
Narukorumban		mal					accepted_6209
Potta-kavalam		mal					accepted_6209
Kaavalam							accepted_6209
Kazhudai pidukku							accepted_6209
Peenari							accepted_6209
Kithondi							accepted_6209
Pottakavalam							accepted_6209
Thondi							accepted_6209
Golder							accepted_6209
Ambu		tam					accepted_6223
Ambuvaginim Kural		tam					accepted_6223
Padiri		tam					accepted_6223
Ponpadiri		tam					accepted_6223
Poombathiri		tam					accepted_6223
Vellaippadri		tam					accepted_6223
Pathiri		mal					accepted_6223
Poopathiri		mal					accepted_6223
Karingazha.		mal					accepted_6223
Kalludi		kan					accepted_6223
Katniruli		kan					accepted_6223
Malali		kan					accepted_6223
Pathiri		kan					accepted_6223
Vaadari.		kan					accepted_6223
Zinghal							accepted_6223
Pamphunia		ori					accepted_6223
Vela Pathri.		tam					accepted_6223
Bondh Vala		kan					accepted_6223
Kaala Adri		kan					accepted_6223
Lingadare Gida		kan					accepted_6223
Trumpet Flower Tree		eng					accepted_6223
Yellow Snake Tree.		eng					accepted_6223
Yellow Snake Tree							accepted_6223
পারুল Parul		ben					accepted_6223
પાડેલી Padeli		guj					accepted_6223
पारल Paral		hin					accepted_6223
पारोली Paroli		hin					accepted_6223
पाटल Patal		hin					accepted_6223
ಕಲಾದ್ರಿ Kalaadri		kan					accepted_6223
ಪಾದರಿ Paadari		kan					accepted_6223
पाडल Paadal		kok					accepted_6223
കരിങ്ങഴ Karingazha		mal					accepted_6223
പാതിരി Paathiri		mal					accepted_6223
പൂപ്പാതിരി Puuppaathiri		mal					accepted_6223
पाडळ Padal		mar					accepted_6223
पाडळी Padali		mar					accepted_6223
पाटल Patal		san					accepted_6223
पाटला Patala		san					accepted_6223
पाटलि Patali		san					accepted_6223
அம்பு Ampu		tam					accepted_6223
அம்புவாகினி Ampuvakini		tam					accepted_6223
பாடலம் Patalam		tam					accepted_6223
பாதிரி Patiri		tam					accepted_6223
புன்காலி Punkali		tam					accepted_6223
అంబువాసిని Ambuvasini		tel					accepted_6223
కలిగొట్టు Kaligottu		tel					accepted_6223
పాదిరి Padiri		tel					accepted_6223
పాటల Patala		tel					accepted_6223
پارل Paral		urd					accepted_6223
پاٿل Patal		urd					accepted_6223
Trumpet Flower		eng					accepted_6223
Pathiri							accepted_6223
Patharai							accepted_6223
Poopadiri		tam					accepted_6223
Paadhaalamaram		tam					accepted_6223
Karingkruna		mal					accepted_6223
Pathiri							accepted_6223
Kalavarai		mal					accepted_6252
Kalkadamba		mal					accepted_6252
Kalmanikkam		mal					accepted_6252
Kalkadambu		mal					accepted_6252
Kalkadambu							accepted_6252
Kalmanikkam							accepted_6252
Kamblivetti		mal					accepted_6269
Pachotti		mal					accepted_6269
Parala		mal					accepted_6269
Parala		mal					accepted_6275
Paralei		tam					accepted_6277
Malamparala		mal					accepted_6277
Malaparala		mal					accepted_6277
Malankurvi		mal					accepted_6282
Sankan		kan					accepted_6282
Malankuruvi		mal					accepted_6282
Malankuruvi							accepted_6282
Pachotii		mal					accepted_6294
Podipari		mal					accepted_6294
Lodh tree		eng					accepted_6294
Symplocos bark		eng					accepted_6294
Pachotti		mal					accepted_6294
Podippari		mal					accepted_6294
Velli-lathi							accepted_6294
Pachotti							accepted_6294
Podipari							accepted_6294
Malankuruvi		mal					accepted_6301
Pachotii		mal					accepted_6305
Podipari		mal					accepted_6305
Pachotti		mal					accepted_6305
Neerodam		mal					accepted_6313
Cherujara		mal					accepted_6317
Karinjara		mal					accepted_6317
Njara		mal					accepted_6317
Shenjarel		mal					accepted_6317
South Indian Plum							accepted_6317
Ran Lawang							accepted_6317
Kunta Nerale (Kannada)							accepted_6317
Chota Jambul (Hindi)							accepted_6317
Kshdurajambu (Sanskrit)							accepted_6317
Kunta Nerale		kan					accepted_6317
Dwarf Black Plum Tree							accepted_6317
Indian Blackberry							accepted_6317
Kani		mal					accepted_6317
Pottinjaval		mal					accepted_6317
Malai naaval. Cherujara							accepted_6317
Karinjara							accepted_6317
Bhedas							accepted_6317
Nimbuli							accepted_6317
Naval		tam					accepted_6341
Nagay		tam					accepted_6341
Ayuri		mal					accepted_6341
Karayambuvu		mal					accepted_6341
Njaval		mal					accepted_6341
Vellanjaval		mal					accepted_6341
Kuruthamaram		mal					accepted_6341
Kuruthal		mal					accepted_6341
Kurunjaval		mal					accepted_6341
Pillanjaval		mal					accepted_6341
Naaval							accepted_6341
Ayura							accepted_6341
Karayambuvu							accepted_6341
Njaval							accepted_6341
Cherunjaval		mal					accepted_6351
Nir-naval		tam					accepted_6356
Aattunjaval		mal					accepted_6356
Karinjara		mal					accepted_6356
Karinjaval		mal					accepted_6356
Kattayiri		mal					accepted_6356
Kattunjaval		mal					accepted_6356
Nirnjaval		mal					accepted_6356
Bilitirupa		kan					accepted_6356
Ayiri		mal					accepted_6356
Anaayiri		mal					accepted_6356
Karinyaral		mal					accepted_6356
Kattunjara		mal					accepted_6356
Tholnjaval		mal					accepted_6356
Nirnavaal							accepted_6356
Aattunjaval							accepted_6356
Karinjaval							accepted_6356
Vellainaval		tam					accepted_6367
Payanjaval		mal					accepted_6367
Tholnjaval		mal					accepted_6367
Vellanjara		mal					accepted_6367
Vennjara		mal					accepted_6367
Ven-nyara		mal					accepted_6367
Bennerale		kan					accepted_6367
Pannerale		kan					accepted_6367
Vellai Nyaral		tam					accepted_6367
Venjara		mal					accepted_6367
Venyara		mal					accepted_6367
Vellainaaval							accepted_6367
Payinjaval							accepted_6367
Tholnjaval							accepted_6367
Venjara							accepted_6367
Vallamanchi		mal					accepted_6380
Kath Jamun							accepted_6380
Simpi Nerale		kan					accepted_6380
Vallamanchi							accepted_6380
Kollinjaval		mal					accepted_6386
Dev Jambhul							accepted_6386
Kattuchamba		mal					accepted_6386
Manjachamba		mal					accepted_6386
Kollinjaval							accepted_6386
Nyaval		mal					accepted_6391
Njaval		mal					accepted_6391
Njaval							accepted_6391
Chikka Nerale		kan					accepted_6399
Kattuchamba		mal					accepted_6399
Kattuchamba		mal					accepted_6403
Mundagam		mal					accepted_6403
Kotta Samba		tam					accepted_6403
Kattuchampa		mal					accepted_6403
Kaattu saambal							accepted_6403
Mundagam							accepted_6403
Ilambili		tam					accepted_6410
Njara		mal					accepted_6410
Njaral		mal					accepted_6410
Nyaral		mal					accepted_6410
Malamchamba		mal					accepted_6410
Kaattu saambal							accepted_6410
Kallunjaval		mal					accepted_6420
Kalmoni		mal					accepted_6420
Poriyil		mal					accepted_6420
Kallunjaval							accepted_6420
Kundalappala		tam					accepted_6432
Palvadi		tam					accepted_6432
Kunninpala		mal					accepted_6432
Bilikodsalu		kan					accepted_6432
Halmeti		kan					accepted_6432
Nagarkuda.		kan					accepted_6432
Maddarassa Gida		kan					accepted_6432
Madle Mara		kan					accepted_6432
Kundalappala							accepted_6432
Kunninpala							accepted_6432
Tharani		tam					accepted_6445
Kuppipoovu		mal					accepted_6445
Tharana		mal					accepted_6445
Akkam		tam					accepted_6456
Kattuilupai		tam					accepted_6456
Tanri		tam					accepted_6456
Thandi		tam					accepted_6456
Thandri		tam					accepted_6456
Thaani		tam					accepted_6456
Vibidagam		tam					accepted_6456
Adamarutha		mal					accepted_6456
Thani		mal					accepted_6456
Thannymathan		mal					accepted_6456
Tusham		mal					accepted_6456
Behara		kan					accepted_6456
Thani		kan					accepted_6456
Tharo		kan					accepted_6456
Vibhita		kan					accepted_6456
Vibhitaka		kan					accepted_6456
Baheda							accepted_6456
Bauri		asm					accepted_6456
Agong							accepted_6456
Bolsuiri							accepted_6456
Goting		kok					accepted_6456
Bahera		mni					accepted_6456
Bahada		ori					accepted_6456
Shanti Mara		kan					accepted_6456
Taarekaayi Mara		kan					accepted_6456
Tara Mara		kan					accepted_6456
Tare Mara		kan					accepted_6456
Bastard Myrobalan							accepted_6456
Beach Almond							accepted_6456
Bedda Nut Tree							accepted_6456
Beleric Myrobalan							accepted_6456
Belliric Myrabolan							accepted_6456
বহেড়া Baheda		ben					accepted_6456
બહેડા Baheda		guj					accepted_6456
बहेड़ा Bahera		hin					accepted_6456
बहुवीर्य Bahuvirya		hin					accepted_6456
भूतवास Bhutvaas		hin					accepted_6456
कल्क Kalk		hin					accepted_6456
कर्षफल Karshphal		hin					accepted_6456
ತಾರೆಕಾಯಿ Taarekaayi		kan					accepted_6456
Dieng Rinyn		kha					accepted_6456
താന്നി Thaanni		mal					accepted_6456
बेहडा Behada		mar					accepted_6456
बिभीतक Bibhītaka		mar					accepted_6456
कलिद्रुम Kalidruma		mar					accepted_6456
वेहळा Vehala		mar					accepted_6456
बर्रो Barro							accepted_6456
अक्षः Akshah		san					accepted_6456
बहुवीर्य Bahuvirya		san					accepted_6456
बिभीतकः Bibhitakah		san					accepted_6456
कर्षः Karshah		san					accepted_6456
कासघ्नः Kasaghnah		san					accepted_6456
विभीतकः Vibhitakah		san					accepted_6456
தான்றி Tanri		tam					accepted_6456
భూతావాసము Bhutavasamu		tel					accepted_6456
కర్షఫలము Karshaphalamu		tel					accepted_6456
తాడి Tadi		tel					accepted_6456
తాండ్రచెట్టు Tandrachettu		tel					accepted_6456
విభీతకము Vibhitakamu		tel					accepted_6456
بهيڙا Bahera		urd					accepted_6456
Bedda nut tree		eng					accepted_6456
Belliric myrobalan		eng					accepted_6456
Thanni		mal					accepted_6456
Thannikka		mal					accepted_6456
Thani							accepted_6456
Thandri							accepted_6456
Thandimaram							accepted_6456
Tani		tam					accepted_6456
Semmaram		tam					accepted_6456
Bahera							accepted_6456
Morgatchie		tam					accepted_6522
Pakadukai		mal					accepted_6522
Pekatukka		mal					accepted_6522
Sulamarutu		mal					accepted_6522
Pei Kadukkai		tam					accepted_6522
Chula Maruthu		mal					accepted_6522
Katta Kadukkai		mal					accepted_6522
Kattu Kadukka		mal					accepted_6522
Kotta Kadukka		mal					accepted_6522
Chulamaruthu		mal					accepted_6522
Kattukadukka		mal					accepted_6522
Kodakai		mal					accepted_6522
Kotta		mal					accepted_6522
Peikkadukka		mal					accepted_6522
Peikadukkaai							accepted_6522
Murukanji							accepted_6522
Kattukaduka							accepted_6522
Kiamonu		kan					accepted_6536
Japanese Cleyera		eng					accepted_6536
Japanese Ternstroemia		eng					accepted_6536
Cheeni		tam					accepted_6545
Piyei		tam					accepted_6545
Cheeni		mal					accepted_6545
Perumaram		mal					accepted_6545
Pontham-cheeni		mal					accepted_6545
Vella-cheeni		mal					accepted_6545
Vellapasa		mal					accepted_6545
False Hemp Tree							accepted_6545
Chini		mal					accepted_6545
Cheenimaram		mal					accepted_6545
Chinni							accepted_6545
Bhend							accepted_6545
Bhendsa							accepted_6545
Karuvilangam		mal					accepted_6611
Korakkadi		mal					accepted_6611
Kozhipenali		mal					accepted_6611
Kedumbu		mal					accepted_6611
Peelimaram		mal					accepted_6611
Thirivembu		mal					accepted_6611
Thirivembu							accepted_6611
Karuvilangam							accepted_6611
Korakkadi							accepted_6611
Kanali		tam					accepted_6619
Nila		tam					accepted_6619
Attuneermulla		mal					accepted_6619
Pambaravetti		mal					accepted_6619
Pambavetti		mal					accepted_6619
Samtha		mal					accepted_6619
Nila		kan					accepted_6619
Kanali		mal					accepted_6619
Kambilivetti		mal					accepted_6619
Kanali							accepted_6619
Alunkumaram		mal					accepted_6631
Kanakkappalam		mal					accepted_6631
Marali		mal					accepted_6631
Pambaravetti		mal					accepted_6631
Kanali							accepted_6631
Kapur Bhendi							accepted_6638
Small Honeysuckle Tree							accepted_6638
Wild Honeysuckle							accepted_6638
कापुर भेंडी Kapur Bhendi		mar					accepted_6638
Anduvan		tam					accepted_6642
Kalavu		tam					accepted_6642
Katavu		mal					accepted_6642
Kalavu		mal					accepted_6642
Kelamaram		mal					accepted_6642
Anduvan		kan					accepted_6642
Kalavu		tam					accepted_6650
Kila		tam					accepted_6650
Manalamaram		mal					accepted_6650
Hollenugu		kan					accepted_6650
Kalaavu							accepted_6650
Painimaram		tam					accepted_6658
Vellaikundrikam		tam					accepted_6658
Vellaidamar		tam					accepted_6658
Baine		mal					accepted_6658
Kunturukkam		mal					accepted_6658
Paenoe		mal					accepted_6658
Paine		mal					accepted_6658
Paini		mal					accepted_6658
Payan		mal					accepted_6658
Payani		mal					accepted_6658
Payin		mal					accepted_6658
Pandam		mal					accepted_6658
Pantam		mal					accepted_6658
Peini		mal					accepted_6658
Perumpayani		mal					accepted_6658
Perumpiney		mal					accepted_6658
Pine		mal					accepted_6658
Piny		mal					accepted_6658
Pyney		mal					accepted_6658
Telli		mal					accepted_6658
Thelli		mal					accepted_6658
Vellapayin		mal					accepted_6658
Vellakondricum		mal					accepted_6658
Bilagaggala		kan					accepted_6658
Bilidhoopa		kan					accepted_6658
Gugli		kan					accepted_6658
Hugadamara		kan					accepted_6658
Rala		kan					accepted_6658
Velthapaini		kan					accepted_6658
Dhupa Maram		tam					accepted_6658
Vellai Kungiliyam		tam					accepted_6658
Vella Kunturukkum		mal					accepted_6658
Velutta Kunturukkam		mal					accepted_6658
Dhupa Mara		kan					accepted_6658
Dhoopada Mara		kan					accepted_6658
Indian Copal Tree		eng					accepted_6658
Piney Varnish Tree		eng					accepted_6658
White Dhamar		eng					accepted_6658
White dammar		eng					accepted_6658
Painimaram		mal					accepted_6658
Vellappayin		mal					accepted_6658
Vellathelly		mal					accepted_6658
Vellakundirikkam		mal					accepted_6658
Vellai kundurukkam							accepted_6658
Vellai kungiliyam							accepted_6658
Payin							accepted_6658
Painimaram							accepted_6658
Vellappayin							accepted_6658
Vellakundirikkam							accepted_6658
Dhup							accepted_6658
Vellappayin		mal					accepted_6698
Valiyavellappayin		mal					accepted_6698
Perumpayin		mal					accepted_6698
Vellappayin							accepted_6698
Karakil		mal					accepted_6702
Moothassari		mal					accepted_6702
Moothassari							accepted_6702
Karana		tam					accepted_6713
Sadagai		tam					accepted_6713
Shutthai.		tam					accepted_6713
Eerakatthira		mal					accepted_6713
Karana		mal					accepted_6713
Kadavari		mal					accepted_6713
Malanperuva.		mal					accepted_6713
Tree Vernonia							accepted_6713
கரணா Karana		tam					accepted_6713
சாடகை Sadagai		tam					accepted_6713
சுத்தை Shutthai		tam					accepted_6713
Karantai		tam					accepted_6713
ഏറകാത്തിര Eerakatthira		mal					accepted_6713
കരണ Karana		mal					accepted_6713
കടവരി Kadavari		mal					accepted_6713
മലംപരുവ Malanperuva		mal					accepted_6713
Karantai		mal					accepted_6713
Pachet							accepted_6713
Malanperuva		mal					accepted_6713
Chutti							accepted_6713
Eerakatthira							accepted_6713
Karana							accepted_6713
Thenpu.		tam					accepted_6723
Thempu.		mal					accepted_6723
Karana		mal					accepted_6723
Thempu		mal					accepted_6723
Thempu							accepted_6723
Elasaande.		kan					accepted_6734
Reddish Viburnum							accepted_6738
Badaga		tam					accepted_6740
Kadambu.		tam					accepted_6740
Badagu							accepted_6740
Kadamba							accepted_6740
Nir-noochi		tam					accepted_6765
Attunochi		mal					accepted_6765
Neernochi		mal					accepted_6765
Sengeni		kan					accepted_6765
Holenekki		kan					accepted_6765
White-wood Chaste Tree							accepted_6765
Beemis		mal					accepted_6765
Vellanotchi		mal					accepted_6765
Neer nochi							accepted_6765
Attunochi							accepted_6765
Sherni							accepted_6765
Walsura		tam					accepted_6775
Cheddavokko		tam					accepted_6775
Kanjimaram		tam					accepted_6775
Perillapacha		mal					accepted_6775
Perilla Ppichu		mal					accepted_6775
Male Sagade		kan					accepted_6775
Kanchimaram		mal					accepted_6775
Perilla pacha							accepted_6775
Muttainarathai		tam					accepted_6803
Madukka		mal					accepted_6803
Madakka		mal					accepted_6803
Mottal.		mal					accepted_6803
Mottal		mal					accepted_6803
Madakka							accepted_6803
Mottal							accepted_6803
Palai		tam					accepted_6812
Karimkara		mal					accepted_6812
Hairy Xantolis							accepted_6812
Kallupottan		mal					accepted_6819
Ilapongu		mal					accepted_6819
Kal Potta		tam					accepted_6819
Small-flowered Xylopia		eng					accepted_6819
Chanthumaram		mal					accepted_6819
Santhu		mal					accepted_6819
Kallupottan							accepted_6819
Ilaponga							accepted_6819
Kallupottan							accepted_6819
Ilaponga							accepted_6819
Kothumurikku		mal					accepted_6827
Mullilam		mal					accepted_6827
Mullilavu		mal					accepted_6827
Jummina		kan					accepted_6827
Kadumenasu		kan					accepted_6827
Arempala		kan					accepted_6827
Indian Prickly Ash		eng					accepted_6827
Kothumurikku							accepted_6827
Mullilam							accepted_6827
Tisal							accepted_6827
Lesser Dog-faced Fruit Bat							accepted_20228
Short-nosed (Indian) Fruit Bat		eng					accepted_20234
Bucha-nak Kola Badur		ben					accepted_20234
Bengali Bucha-nak Kola Badur							accepted_20234
Dawn (Cave) Fruit Bat							accepted_20251
Hairy-winged Bat							accepted_20259
Tickell's Bat		eng					accepted_20269
Chunga Baduli		asm					accepted_20269
Dusky Leaf-nosed Bat							accepted_20279
Dwiwarna Pathra Nas Wawalu							accepted_20279
Bi Coloured Leaf-nosed Bat		eng					accepted_20279
Dwiwarna pathra nas wawalu							accepted_20279
Fulvous Leaf-nosed Bat							accepted_20287
Cantora Patanak Chamchika		ben					accepted_20295
Cantor's Leaf-nosed Bat		eng					accepted_20295
Guhabashi Patanak Chamchika		ben					accepted_20300
Kelaarta Pathra-nas Wavula							accepted_20300
Kelaart's Leaf-nosed Bat		eng					accepted_20300
Large Ceylon Leaf-nosed Bat.							accepted_20300
Kelaarta Pathra-nas Wavula							accepted_20300
Andersen's Leaf-nosed Bat							accepted_20310
Paboli		mar					accepted_20314
Schneider's Leaf-nosed Bat		eng					accepted_20314
Hardwicke's Forest Bat							accepted_20329
Komola–badami Chamchika		ben					accepted_20337
Painted Bat		eng					accepted_20337
Daini Badur		ben					accepted_20353
Indianu Borule Wavula							accepted_20353
Greater False Vampire Bat		eng					accepted_20353
Indian False Vampire							accepted_20353
Muyalkadu Vaval		tam					accepted_20353
Indianu Borule Wavula							accepted_20353
Chhoto Daini Badur		ben					accepted_20364
Sri Lanka Boru Le Wavula							accepted_20364
Lesser False Vampire Bat		eng					accepted_20364
Sri Lankan False Vampire Bat							accepted_20364
Sri Lanka Boru Le Wavula							accepted_20364
Nicobar Long-fingered Bat							accepted_20375
Schreiber's Long-fingered Bat		eng					accepted_20378
Schreibersgedik-angeli Wawula							accepted_20378
Schreibersgedik-angeli wawula							accepted_20378
Horsfield's Bat							accepted_20386
Lesser Large-tooth Bat							accepted_20386
Burmese Whiskered Bat							accepted_20393
Nepalese Whiskered Bat							accepted_20398
Whiskered Bat							accepted_20404
Wroughton's Free-tailed Bat							accepted_20415
Chocolate Pipistrelle							accepted_20421
Grizzled Pipistrelle							accepted_20421
Cadornae's Pipistrelle							accepted_20427
Thomas's Pipistrelle							accepted_20427
Kelaarter Chamchika		ben					accepted_20431
Kelaart's Pipistrelle		eng					accepted_20431
Indian Pipistrelle							accepted_20439
Khudey Chamchika		ben					accepted_20439
Coromandel Pipistrelle		eng					accepted_20439
Bengali-Khudey Chamchika							accepted_20439
English-Coromandel Pipistrelle							accepted_20439
Dormerer Chamchika		ben					accepted_20450
Dormer's Bat		eng					accepted_20450
Bengali- Dormerer Chamchika							accepted_20450
English- Dormer's Bat							accepted_20450
Javan Pipistrelle							accepted_20456
Indian Pygmy Bat							accepted_20463
Least Pipistrelle							accepted_20463
Champa Badur		ben					accepted_20473
Indian Flying Fox		eng					accepted_20473
Bengali-Champa Badur							accepted_20473
English-Indian Flying Fox							accepted_20473
Lesser Woolly Horseshoe Bat							accepted_20489
Chhoto Ghorakhuri Chamchika		ben					accepted_20493
Blyth's Horseshoe Bat		eng					accepted_20493
Woolwala Chamchika		ben					accepted_20498
Woolly Horseshoe Bat		eng					accepted_20498
Least Horseshoe Bat							accepted_20503
Rufous Horseshoe Bat							accepted_20509
Chhoto Indur-lenji Badur		ben					accepted_20521
Lesser Mouse-tailed Bat		eng					accepted_20521
Indur-lenji Chamchika		ben					accepted_20525
Greater Mouse-tailed Bat		eng					accepted_20525
Kola Badur		ben					accepted_20533
Fulvous Fruit Bat		eng					accepted_20533
Bengali-Kola Badur							accepted_20533
English-Fulvous Fruit Bat							accepted_20533
Desert Yellow Bat							accepted_20546
Common Yellow Bat							accepted_20553
Bora Rongila Chamchika		ben					accepted_20553
Asiatic Greater Yellow House Bat		eng					accepted_20553
Bengali-Bora Rongila Chamchika							accepted_20553
English-Asiatic Greater Yellow House Bat							accepted_20553
Chhoto Holdi Chamchika		ben					accepted_20561
Asiatic Lesser Yellow House Bat		eng					accepted_20561
Lomba-leji Chamchika		ben					accepted_20570
Egyptian Free-tailed Bat		eng					accepted_20570
Bengali-Lomba-leji Chamchika							accepted_20570
English-Egyptian Free-tailed Bat							accepted_20570
Wrinkle-lipped Free-tailed Bat							accepted_20580
Tholeyjukta Chamchika		ben					accepted_20589
Long-winged Tomb Bat		eng					accepted_20589
Bengali-Tholeyjukta Chamchika							accepted_20589
English-Long-winged Tomb Bat							accepted_20589
Darijukta		ben					accepted_20596
Black-bearded Tomb Bat		eng					accepted_20596
Naked-rumped Tomb Bat							accepted_20601
Jhalor-leji Chamchika		ben					accepted_20605
Pouch-bearing Bat		eng					accepted_20605
Theobald's Bat							accepted_20611
Bamboo Bat							accepted_20617
Club-footed Bat							accepted_20617
Flat-headed Bat							accepted_20617
Malabar Grey Hornbill		eng					accepted_22434
Nilgiri Wood Pigeon		eng					accepted_22445
Grey-fronted Green Pigeon		eng					accepted_22450
Nilgiri Pipit		eng					accepted_22460
Vigor's Sunbird		eng					accepted_22467
Crimson Sunbird		eng					accepted_22467
Crimson-backed Sunbird		eng					accepted_22474
Nilgiri Flowerpecker		eng					accepted_22482
Plain Flowerpecker		eng					accepted_22482
Nilgiri Verditer Flycatcher		eng					accepted_22492
White-bellied Blue Flycatcher		eng					accepted_22497
Black And Rufous Flycatcher		eng					accepted_22502
Black-and-orange Flycatcher		eng					accepted_22502
White-bellied Blue Robin		eng					accepted_22509
White-bellied Shortwing		eng					accepted_22509
Nilgiri Blue Robin		eng					accepted_22514
Rufous-bellied Shortwing		eng					accepted_22514
Nilgiri Thrush		eng					accepted_22523
Scaly Thrush		eng					accepted_22523
Malabar Starling		eng					accepted_22532
Chestnut-tailed Myna		eng					accepted_22532
Kerala Laughing Thrush		eng					accepted_22541
Grey-breasted Laughing Thrush		eng					accepted_22541
Nilgiri Laughing Thrush		eng					accepted_22547
Wynaad Laughing Thrush		eng					accepted_22554
Rufous Babbler		eng					accepted_22561
Broad-tailed Grass Bird		eng					accepted_22569
Malabar Wood Shrike		eng					accepted_22576
Grey-headed Bulbul		eng					accepted_22584
Flame-throated Bulbul		eng					accepted_22587
Ruby-throated Bulbul		eng					accepted_22587
Malabar Lark		eng					accepted_22596
White-bellied Treepie		eng					accepted_22604
Malabar Barbet		eng					accepted_22613
Malabar Crimson-throated Barbet		eng					accepted_22613
White-cheeked Barbet		eng					accepted_22618
Small Green Barbet		eng					accepted_22618
Malabar Parakeet		eng					accepted_22628
Blue-winged Parakeet		eng					accepted_22628
English – Blue-winged Parakeet							accepted_22628
Malabar Parakeet							accepted_22628
Day's Shrew		eng					accepted_22638
Day’s Shrew		eng					accepted_22638
Salim Ali's Fruit Bat							accepted_20346
Salim Ali's Fruit Bat		eng					accepted_20346
Lion-tailed Macaque		eng					accepted_22648
Liontail Macaque		eng					accepted_22648
Wanderoo		eng					accepted_22648
Shia bandar							accepted_22648
Nil bandar		ben					accepted_22648
Chingala		mal					accepted_22648
Nella manthi		mal					accepted_22648
Singalika		kan					accepted_22648
Karingode							accepted_22648
Kondamachu		tel					accepted_22648
TamilKurankarangu							accepted_22648
Carapu corongu							accepted_22648
Kurankarangu		tam					accepted_22648
Singaleeka		kan					accepted_22648
Singavaal kurangu							accepted_22648
Lion-tailed		eng					accepted_22648
Karingode							accepted_22648
Carapu corongu							accepted_22648
Dark-legged Malabar Langur		eng					accepted_22653
Black-footed Gray Langur		eng					accepted_22653
Dark-armed Malabar Langur		eng					accepted_22653
Dark-shanked Malabar Langur		eng					accepted_22653
Dussumier’s Langur		eng					accepted_22653
Dussumier’s Malabar Langur		eng					accepted_22653
Southern Plains Gray Langur		eng					accepted_22653
Nilgiri Langur		eng					accepted_22659
Black Leaf Monkey		eng					accepted_22659
Hooded Leaf Monkey		eng					accepted_22659
Indian Hooded Leaf Monkey		eng					accepted_22659
John's Langur		eng					accepted_22659
John’s Langur		eng					accepted_22659
Nilgiri Black Langur		eng					accepted_22659
Nilgiri Leaf Monkey		eng					accepted_22659
Turuni							accepted_22659
Kodan							accepted_22659
Pershk							accepted_22659
Koranyu							accepted_22659
Karing Korangu		mal					accepted_22659
Turuni							accepted_22659
Kodan							accepted_22659
Pershk							accepted_22659
Koranyu							accepted_22659
Nilgiri Marten		eng					accepted_22668
Malabar Civet		eng					accepted_22676
Brown Palm Civet		eng					accepted_22682
Nilgiri Tahr		eng					accepted_22691
Jungle Striped Squirrel		eng					accepted_22703
Bonhote's Mouse		eng					accepted_22710
Bonhote’s Mouse		eng					accepted_22710
Ranjini's Rat		eng					accepted_22715
Ranjini’s Field Rat		eng					accepted_22715
Kerala Rat		eng					accepted_22715
Spiny Dormouse		eng					accepted_22720
Malabar Spiny Dormouse		eng					accepted_22720
Yellow-striped Caecilian		eng					accepted_22731
