vernacularName	source	language	locality	countryCode	isPreferredName	taxonRemarks	taxonID
Kalingi		tam					accepted_3010
Kurangadi		tam					accepted_3010
Mallaykone		tam					accepted_3010
Mallekone		tam					accepted_3010
Nelrai.		tam					accepted_3010
Cegappuyagil		mal					accepted_3010
Karingodi		mal					accepted_3010
Kurangadi		mal					accepted_3010
Malamkonnai		mal					accepted_3010
Malaveppa		mal					accepted_3010
Narivenga		mal					accepted_3010
Nellara		mal					accepted_3010
Shegappuagili		mal					accepted_3010
Karangan.		mal					accepted_3010
Belanji		kan					accepted_3010
Hantige		kan					accepted_3010
Havulagi		kan					accepted_3010
Houlige		kan					accepted_3010
Pink Cedar							accepted_3010
Mallam Konnai		tam					accepted_3010
Houtige Mara.		kan					accepted_3010
Karangan		mal					accepted_3010
Malai kondrai							accepted_3010
Kurangadi							accepted_3010
Narivenga							accepted_3010
Vidukanalei		tam					accepted_3041
Vidukanalei		mal					accepted_3041
Mutta Nari		tam					accepted_3041
Moota Nari		mal					accepted_3041
Mutta Nari		mal					accepted_3041
Chakkimaram		mal					accepted_3041
Mavaranchi		mal					accepted_3041
Mavuringi		mal					accepted_3041
Muttanari		mal					accepted_3041
Orilatheeppettimaram		mal					accepted_3041
Verukutheeni		mal					accepted_3041
Vettukanala		mal					accepted_3041
Vidukanali		mal					accepted_3041
Muttanari							accepted_3041
Eeyoli		mal					accepted_3071
Malavirinji		mal					accepted_3071
Pisa							accepted_3071
Kambiliviriji		mal					accepted_3079
Malavirinji		mal					accepted_3079
Neyaram		mal					accepted_3079
Kambilivirinji		mal					accepted_3079
Pattutthalli		mal					accepted_3079
Pukachan		mal					accepted_3079
Kambilivirinji							accepted_3079
Malavirinji							accepted_3079
Puli-vayila		tam					accepted_3093
Puthangkolli.		tam					accepted_3093
Chuvanna-akil		mal					accepted_3107
Karakil		mal					accepted_3107
Priyangu							accepted_3112
Punyava		mal					accepted_3112
Punyava							accepted_3112
Karakil		mal					accepted_3118
Vellacheeralam		mal					accepted_3118
Telya							accepted_3118
Karakil							accepted_3118
Vellacheeralam							accepted_3118
Karakil		mal					accepted_3126
Cheru Chokla		mal					accepted_3126
Cheruchokla		mal					accepted_3126
Cheru chokla							accepted_3126
Karakil							accepted_3126
Neermulli		mal					accepted_3136
Nirmulei		mal					accepted_3136
Nirmula		mal					accepted_3136
Neermulli							accepted_3136
Mancherai		tam					accepted_3144
Manikulikki		tam					accepted_3144
Erlapanei		mal					accepted_3144
Mulimpala		mal					accepted_3144
Mancharei		tam					accepted_3151
Mattipal		tam					accepted_3158
Dhup		mal					accepted_3158
Matti		mal					accepted_3158
Mattipal		mal					accepted_3158
Mattipala		mal					accepted_3158
Perumarom		mal					accepted_3158
Pongallyam		mal					accepted_3158
Guggul Dhup		kan					accepted_3158
Maharukh		eng					accepted_3158
Perumaram		mal					accepted_3158
Pongilium		mal					accepted_3158
Matti							accepted_3158
Perumaram							accepted_3158
Pongilium							accepted_3158
Thutta		mal					accepted_3173
Karugkarumbai maram							accepted_3173
Elilaipalai		tam					accepted_3185
Palai		tam					accepted_3185
Palegaruda		tam					accepted_3185
Ezhilampala		mal					accepted_3185
Mangalappala		mal					accepted_3185
Pala		mal					accepted_3185
Yekshippala		mal					accepted_3185
Doddapala		kan					accepted_3185
Hale		kan					accepted_3185
Janthalla		kan					accepted_3185
Maddaale		kan					accepted_3185
Devil Tree							accepted_3185
Alstonia							accepted_3185
Shaitan							accepted_3185
Janthaila		kan					accepted_3185
Daivappala		mal					accepted_3185
Satvin		mar					accepted_3185
Mukumpaalai		tam					accepted_3185
Mukam Palei		tam					accepted_3185
Devil Tree		eng					accepted_3185
Dita Bark Tree		eng					accepted_3185
Shaitan Wood		eng					accepted_3185
Australian Quinine Bark Tree							accepted_3185
Bitter-bark Tree							accepted_3185
Blackboard Tree							accepted_3185
Chatiyan Wood							accepted_3185
Devil's Tree							accepted_3185
Dita Bark Tree							accepted_3185
White Cheesewood Tree							accepted_3185
चितवन Chitvan		hin					accepted_3185
शैतान का झाड़ Shaitan Ka Jhar		hin					accepted_3185
सप्तपर्ण Saptaparna		mar					accepted_3185
सप्तपर्ण Saptaparna		san					accepted_3185
ஏழிலை Paalai		tam					accepted_3185
Ezilai Paalai		tam					accepted_3185
முகும்பலை Mukumpalai		tam					accepted_3185
ఏడాకులయరటిచెట్టు Edakulayaraticettu		tel					accepted_3185
సప్తవర్ణము Saptavarnamu		tel					accepted_3185
"ছাতিম"""" --- """"chatim"""""		ben					accepted_3185
Ezhilamppala		mal					accepted_3185
Yezhilai paalai							accepted_3185
Ezhilampala							accepted_3185
Yekshippala							accepted_3185
Mara-uri		tam					accepted_3209
Aranthelli		tam					accepted_3209
Aranthal		mal					accepted_3209
Maravuri		mal					accepted_3209
Aranjelli		mal					accepted_3209
Arayannali		mal					accepted_3209
Nettavil		mal					accepted_3209
Upas tree		eng					accepted_3209
Aranjili		mal					accepted_3209
Chilapettamaram		mal					accepted_3209
Karanjili		mal					accepted_3209
Aranthelli							accepted_3209
Mara-uri							accepted_3209
Nettavil							accepted_3209
Aranthal							accepted_3209
Maravuri							accepted_3209
Jasund							accepted_3209
Thathalamaram		mal					accepted_3220
Nolaidali							accepted_3220
Thathalamaram							accepted_3220
Amati							accepted_3220
Nolaidali		tam					accepted_3223
Airyaporiyan		mal					accepted_3223
Cerutali		mal					accepted_3223
Nulittali		mal					accepted_3223
Amati							accepted_3223
Ambuti							accepted_3223
Mala							accepted_3223
Chinese laurel		eng					accepted_3223
Salamander tree		eng					accepted_3223
Aryaporiyan		mal					accepted_3223
Cherutali		mal					accepted_3223
Mayilkombi		mal					accepted_3223
Neelathali		mal					accepted_3223
Noolithali		mal					accepted_3223
Nolaiali							accepted_3223
Ariyaporiyan							accepted_3223
Mayilkombi							accepted_3223
Mountain Currant Tree							accepted_3230
Putharaval		mal					accepted_3230
Thathalamaram		mal					accepted_3230
Putharaval							accepted_3230
Pithraj Tree							accepted_3236
हरिनहर्रा Harin-hara		hin					accepted_3236
Harinkhana		hin					accepted_3236
হৈৰাঙখোঈ Heirangkhoi		mni					accepted_3236
Raktharohida 'रक्‍तरोहिडा'		mar					accepted_3236
Malampuluvan		tam					accepted_3236
Sem		tam					accepted_3236
Semmaram		tam					accepted_3236
Chemmaram		mal					accepted_3236
Sem		mal					accepted_3236
Chevamanu		tel					accepted_3236
Rohitaka		tel					accepted_3236
Mukhyamuttage		kan					accepted_3236
Mullumuttaga		kan					accepted_3236
Mulluhitthalu		kan					accepted_3236
Roheethaka		kan					accepted_3236
Tiktaraj		ben					accepted_3236
Sahala							accepted_3236
Agan							accepted_3236
Anavallabha		san					accepted_3236
Ksharayogya		san					accepted_3236
Lakshmi		san					accepted_3236
Lakshmivana		san					accepted_3236
Lohita		san					accepted_3236
Dieng Rata		kha					accepted_3236
Hakhori Bakhori		asm					accepted_3236
Rohituka tree		eng					accepted_3236
Karakil		mal					accepted_3236
Melampuluvam							accepted_3236
Soorai lachuvaram							accepted_3236
Vangul							accepted_3236
Koditani		tam					accepted_3243
Bhuthiyunarthi		mal					accepted_3243
Thondupoliyan		mal					accepted_3243
Kattupilli		mal					accepted_3243
Koditani							accepted_3243
Bhuthiyunarthi							accepted_3243
Thondupoliyan							accepted_3243
Slatematthi		mal					accepted_3258
Karineeli		mal					accepted_3258
Slatematthi							accepted_3258
Karineeli							accepted_3258
Chenthanam		mal					accepted_3266
Chulunthu		mal					accepted_3266
Karamavu		mal					accepted_3266
Chethanam							accepted_3266
Karamavu							accepted_3266
Neervetti		tam					accepted_3270
Nirvetti.		tam					accepted_3270
Nirvetti		mal					accepted_3270
Nirvittil.		mal					accepted_3270
Neervetti		mal					accepted_3270
Swarnavetti		mal					accepted_3270
Neervetti							accepted_3270
Malamvetti		mal					accepted_3276
Malamvetti							accepted_3276
Kodali		tam					accepted_3281
Vettikan		tam					accepted_3281
Vettil		tam					accepted_3281
Vittil		tam					accepted_3281
Vitti.		tam					accepted_3281
Kodali		mal					accepted_3281
Kotili		mal					accepted_3281
Ponvetti		mal					accepted_3281
Vetti. Vittil.		mal					accepted_3281
Sali		kan					accepted_3281
Sarali		kan					accepted_3281
Sulla.		kan					accepted_3281
Salle Mara		kan					accepted_3281
Vittil							accepted_3281
Aechil							accepted_3281
Ponvetti							accepted_3281
Vetti							accepted_3281
Sali							accepted_3281
Malai-vagai		tam					accepted_3307
Mazhavagai		tam					accepted_3307
Mazhavaka		mal					accepted_3307
Attha Berantha		mal					accepted_3307
Pulivaka		mal					accepted_3307
Kalpakku		tam					accepted_3314
Attaparanta		mal					accepted_3314
Kattukonna		mal					accepted_3314
Mutha		mal					accepted_3314
Muthakolappan		mal					accepted_3314
Pannivaka		mal					accepted_3314
Varikiri		mal					accepted_3314
Kaddu Kondemara		kan					accepted_3314
Kattukonna							accepted_3314
Muthakolapam							accepted_3314
Muttamaram		mal					accepted_3338
Muttamaram							accepted_3338
Nirkarai		tam					accepted_3341
Manipudbam		tam					accepted_3344
Kozhikkotai		tam					accepted_3344
Kakanjara		mal					accepted_3344
Kolarakku		mal					accepted_3344
Kuzhimundan		mal					accepted_3344
Molakka		mal					accepted_3344
Shoebutton Ardisia							accepted_3344
Bisi		hin					accepted_3344
Kadna		mar					accepted_3344
Katapenga		mar					accepted_3344
Bugadi		mar					accepted_3344
Dikna		mar					accepted_3344
Nilbedsi		mar					accepted_3344
Kozhikkottai		tam					accepted_3344
Narikandam		tam					accepted_3344
Kaka-njara		mal					accepted_3344
Shuli		kan					accepted_3344
Bode		kan					accepted_3344
Sore		kan					accepted_3344
Banjam		ben					accepted_3344
Kuti		ori					accepted_3344
दमाई फल Damaai Phal		nep					accepted_3344
Duck's Eye							accepted_3344
Ellliptical-leaf Ardisia							accepted_3344
Bodhina Gida		kan					accepted_3344
Manipadbam							accepted_3344
Kozhikkottai							accepted_3344
Kuzhimundan							accepted_3344
Molakka							accepted_3344
Alattiltenna		mal					accepted_3360
Karampana		mal					accepted_3360
Karampanai		mal					accepted_3360
Kattuthenna		mal					accepted_3360
Panei.		mal					accepted_3360
Dhadashi.		kan					accepted_3360
The Wild Coconut.		eng					accepted_3360
Alam Panei		tam					accepted_3360
Ala Panai		tam					accepted_3360
Kattu Thengai.		tam					accepted_3360
Alathil Thenga		mal					accepted_3360
Kattu Thengu		mal					accepted_3360
Malan Thengu		mal					accepted_3360
Malam Tengu		mal					accepted_3360
Arenga		eng					accepted_3360
Wild Coconut		eng					accepted_3360
Wight´s Sago Palm		eng					accepted_3360
Aazham		mal					accepted_3360
Aazhuthumpana		mal					accepted_3360
Alathilthenga		mal					accepted_3360
Malanthengu		mal					accepted_3360
Kattuthengu		mal					accepted_3360
Njettipana		mal					accepted_3360
Ottipila		tam					accepted_3378
Arampulli		mal					accepted_3378
Chima		mal					accepted_3378
Theetiplavu		mal					accepted_3378
Wottehuli		kan					accepted_3378
Wonta		kan					accepted_3378
Kattukadaplavu		mal					accepted_3378
Pulichakka		mal					accepted_3378
Chima							accepted_3378
Theetiplavu							accepted_3378
Otamb							accepted_3378
Pila		tam					accepted_3387
Chakka		mal					accepted_3387
Pila		mal					accepted_3387
Pilavu		mal					accepted_3387
Plavu		mal					accepted_3387
Alasu		kan					accepted_3387
Halasu		kan					accepted_3387
Jackfruit							accepted_3387
कटहल Katahal		hin					accepted_3387
कठल Kathal		hin					accepted_3387
থৈবোং Theibong		mni					accepted_3387
फणस Phanas		mar					accepted_3387
பலா Palaa		tam					accepted_3387
ചക്ക Chakka		mal					accepted_3387
పనస Panas		tel					accepted_3387
কাঁঠাল Kathal		ben					accepted_3387
ପନସ Panas		ori					accepted_3387
पनसम् Panasam		san					accepted_3387
Lamphong							accepted_3387
Jackfruit Tree							accepted_3387
Halasina Hannu		kan					accepted_3387
Jack fruit tree		eng					accepted_3387
Chakka maram		mal					accepted_3387
Kottachakka		mal					accepted_3387
Jack		eng					accepted_3387
Palamaram							accepted_3387
Pilavu							accepted_3387
Plavu							accepted_3387
Phanas							accepted_3387
Aiyinipila		tam					accepted_3397
Anjili		tam					accepted_3397
Anjili		mal					accepted_3397
Ayani		mal					accepted_3397
Hebbalasu		kan					accepted_3397
Hebbalasu							accepted_3397
Kadu Halasu							accepted_3397
Aini		eng					accepted_3397
Hirsute Artocarpus		eng					accepted_3397
Wild jack		eng					accepted_3397
Anniliayari		mal					accepted_3397
Naivella		tam					accepted_3407
Kuranga		tam					accepted_3407
Kattunaragam		mal					accepted_3407
Malanaragam		mal					accepted_3407
Bombay Atalantia							accepted_3407
Kattu Naragam		tam					accepted_3407
Kanavari		tam					accepted_3414
Peykkurundu		tam					accepted_3414
Nilgiri Atalantia							accepted_3414
Kattuelumachan		mal					accepted_3414
Peikurundhu							accepted_3414
Vidukanali							accepted_3414
Orilatheepettimaram							accepted_3414
Verukutheeni							accepted_3414
Vettukanala							accepted_3414
Muttanari							accepted_3414
Kallankai Maram		mal					accepted_3423
Kallankaimaram		mal					accepted_3423
Umber							accepted_3434
Nagaramaram		mal					accepted_3437
Panthada		mal					accepted_3437
Nagamaram							accepted_3437
Pudan		tam					accepted_3446
Sirukarai		tam					accepted_3446
Pidathi		tam					accepted_3446
Cholakara		mal					accepted_3446
Mul pavattai							accepted_3446
Pidavu							accepted_3446
Pida							accepted_3446
Varukamuvu.		tam					accepted_3454
Kanthakamugu		mal					accepted_3454
Kantal		mal					accepted_3454
Kanthal.		mal					accepted_3454
Kantha Panai		tam					accepted_3454
Varei Kamugu		tam					accepted_3454
Hill Areca Nut.		eng					accepted_3454
Hill Arecanut		eng					accepted_3454
Kantha-kamugu		mal					accepted_3454
Kanthal		mal					accepted_3454
Vareikamuku		mal					accepted_3454
Parapakku		mal					accepted_3454
Kadapla.		tam					accepted_3468
Penali.		mal					accepted_3468
Penali		mal					accepted_3468
Kadapala							accepted_3468
Perungarandam							accepted_3468
Penali							accepted_3468
Karumarachedi		mal					accepted_3500
Nirkurunda		mal					accepted_3500
Neerkuruntha		eng					accepted_3500
Nirkurundal							accepted_3500
Malabar Tree Nettle							accepted_3511
Thannikkuringi		mal					accepted_3511
Katuma.		tam					accepted_3546
Mala-mavu.		mal					accepted_3546
Kulamavu		mal					accepted_3546
Malamavu		mal					accepted_3546
Kulamavu							accepted_3546
Malamavu							accepted_3546
Vettilai-pattai		tam					accepted_3560
Thiriperivelam		mal					accepted_3560
Rishipathiri		kan					accepted_3560
Arthigidu		kan					accepted_3560
Thin Perivellam		mal					accepted_3560
Great woolly malayan lilac		eng					accepted_3560
Cheruthekku		mal					accepted_3560
Kattuthekku		mal					accepted_3560
Naikumbil		mal					accepted_3560
Nallapompil		mal					accepted_3560
Pichenkala		mal					accepted_3560
Puliyanthekku		mal					accepted_3560
Themperuvallam		mal					accepted_3560
Seembakkulthu							accepted_3560
Vettrilaipattai							accepted_3560
Arrupunna		mal					accepted_3570
Manjapunna		mal					accepted_3570
Valuzhavam.		mal					accepted_3570
Irai		kan					accepted_3570
Kalpoone		kan					accepted_3570
Malayalam							accepted_3570
Namaeruak							accepted_3570
Panchakaeshera. Eng.- Alexandrian Laurel							accepted_3570
Surpan							accepted_3570
Pumag.							accepted_3570
Holi Honne		kan					accepted_3570
Kal Honne		kan					accepted_3570
Shri Hone.		kan					accepted_3570
Sans.----punnagam							accepted_3570
Pannay Tree. Hind.----undi							accepted_3570
Sultan Champa. Duk.----oondi							accepted_3570
Mah----undag							accepted_3570
Kattupunna.		mal					accepted_3581
Cheru Pinnai.		tam					accepted_3581
Rhomb Leaved Poon.		eng					accepted_3581
Aattupunna							accepted_3581
Manjapunna							accepted_3581
Valuzhavam							accepted_3581
Punnai		tam					accepted_3587
Srikonnai.		tam					accepted_3587
Kattupunna		mal					accepted_3587
Malampunna		mal					accepted_3587
Pinnapai		mal					accepted_3587
Punna		mal					accepted_3587
Punnapine.		mal					accepted_3587
Poon		kan					accepted_3587
Salhonne		kan					accepted_3587
Surhoni.		kan					accepted_3587
Katta Pinnai		tam					accepted_3587
Poonspar tree		eng					accepted_3587
Sirpoon tree		eng					accepted_3587
Punnappine		mal					accepted_3587
Karunkungiliyam		tam					accepted_3605
Karangkunthrikam.		tam					accepted_3605
Pantham		mal					accepted_3605
Pantappayan		mal					accepted_3605
Thelli		mal					accepted_3605
Viraka		mal					accepted_3605
Thellippayin.		mal					accepted_3605
Doopa.		eng					accepted_3605
Tamil							accepted_3605
Marathi - Dhup							accepted_3605
Ral-dhup							accepted_3605
Nalla Rojanamu.		kan					accepted_3605
Black Dammar		eng					accepted_3605
Black dammer		eng					accepted_3605
Black dhup		eng					accepted_3605
Indian white Mahogany		eng					accepted_3605
Karutha-kungiliyam		mal					accepted_3605
Kungiliyium		mal					accepted_3605
Kunthirikkam		mal					accepted_3605
Thellippayin		mal					accepted_3605
Karuppu kungiliyam							accepted_3605
Karunkundhirikam							accepted_3605
Karuppu dhamar							accepted_3605
Dhoopam							accepted_3605
Nanjul		tam					accepted_3620
Nallamandharam		tam					accepted_3620
Nanyul		mal					accepted_3620
Andimiriam		tam					accepted_3637
Karakandel		mal					accepted_3637
Vallabham		mal					accepted_3637
Valovam		mal					accepted_3637
Vankana		mal					accepted_3637
Varangu		mal					accepted_3637
Andipunar		kan					accepted_3637
Andamuria		kan					accepted_3637
Freshwater Mangrove							accepted_3637
Carallia							accepted_3637
Kierpa							accepted_3637
Panasi							accepted_3637
Punschi							accepted_3637
Karalli							accepted_3637
Kanthekera							accepted_3637
Mantiawya							accepted_3637
Vallabham / Valovam / Varangu							accepted_3637
Tamil - Andimiriam							accepted_3637
Kannada - Andipunar / Andam							accepted_3637
Karallia Wood							accepted_3637
Vankana / Kara Kandal [ Mangrove Seen On Land]		mal					accepted_3637
'phanashi' 'फणशी' Or 'phanasi' 'फणसी' In Marathi							accepted_3637
Varanga		mal					accepted_3637
Varrungu		mal					accepted_3637
Chuntappana		mal					accepted_3651
Cuntappana		mal					accepted_3651
Erimpana		mal					accepted_3651
Kundapanai		mal					accepted_3651
Olatti		mal					accepted_3651
Panamkula		mal					accepted_3651
Schundapana		mal					accepted_3651
Shundrapana		mal					accepted_3651
Vainava.		mal					accepted_3651
Bagani		kan					accepted_3651
Baini		kan					accepted_3651
Bayni		kan					accepted_3651
Kondapana.		kan					accepted_3651
Fishtail Palm							accepted_3651
Konda Panei		tam					accepted_3651
Koonthal Panai		tam					accepted_3651
Kuntha Panai		tam					accepted_3651
Iram Panai		tam					accepted_3651
Thippili Panei.		tam					accepted_3651
Ana Pana		mal					accepted_3651
Chunda Pana		mal					accepted_3651
Iram Pana		mal					accepted_3651
Kala Pana		mal					accepted_3651
Konda Pana		mal					accepted_3651
Bastard Sago Tree							accepted_3651
Jaggery Palm							accepted_3651
Toddy Palm							accepted_3651
Wine Palm							accepted_3651
बन खजूर Ban-khajur		hin					accepted_3651
माड़ी Mari		hin					accepted_3651
ಬಯ್ನೆ Bayne		kan					accepted_3651
बिरलोमाड Birlomaad		kok					accepted_3651
ചൂണ്ടപ്പന Cuuntappana		mal					accepted_3651
भेरली माड Bherli-maad		mar					accepted_3651
सुरमाड Sur-maad		mar					accepted_3651
श्रीताल Sritalah		san					accepted_3651
கூந்தற்பனை Kuntaypanai		tam					accepted_3651
திப்பிலிப்பனை Tippili-p-panai		tam					accepted_3651
జిలుగు Jeelugu		tel					accepted_3651
Elephant's palm		eng					accepted_3651
Fish-tail palm		eng					accepted_3651
Indian sago palm		eng					accepted_3651
Jaggery palm		eng					accepted_3651
Toddy palm		eng					accepted_3651
Aanapana		mal					accepted_3651
Choondappana		mal					accepted_3651
Eerumbana		mal					accepted_3651
Kalippana		mal					accepted_3651
Kappa		mal					accepted_3651
Olattipana		mal					accepted_3651
Irampana		mal					accepted_3651
Kakkai-palai		tam					accepted_3683
Gutti		tam					accepted_3683
Kottargovai		tam					accepted_3683
Anavananki		mal					accepted_3683
Pannimurangam		mal					accepted_3683
Pannimurunga		mal					accepted_3683
Malampavatta		mal					accepted_3683
Hillange		kan					accepted_3683
Kolai Aili		tam					accepted_3683
Vella - Kunnan		mal					accepted_3683
Vellakunnan		mal					accepted_3683
Malampavatta							accepted_3683
Vellakunnan							accepted_3683
Kari-kunnan		mal					accepted_3701
Karikunnan		mal					accepted_3701
Kari-kunnan							accepted_3701
Kanneermaram.		tam					accepted_3706
Thannimaram.		mal					accepted_3706
Panicled Cassine							accepted_3706
Thannimaram		mal					accepted_3706
Kodiyam							accepted_3706
Thippadigam							accepted_3706
Thannimaram							accepted_3706
Vaaluluvai							accepted_3706
Kal Idalei		tam					accepted_3742
Kattuchaklathi		mal					accepted_3748
Sorkili		tam					accepted_3753
Kaletala		mal					accepted_3753
Perumbal		mal					accepted_3753
Malabar Fringe Tree							accepted_3753
Mala Elengi		mal					accepted_3753
Sorkili							accepted_3753
Heddi							accepted_3753
Perumsithudakki		tam					accepted_3762
Kaattuchakkalathi		mal					accepted_3762
Vellaedali		mal					accepted_3762
Noolambazham		mal					accepted_3776
Pulichakka		mal					accepted_3776
Aatha		mal					accepted_3776
Athapala		mal					accepted_3776
Athappala		mal					accepted_3776
Mannanchakka		mal					accepted_3776
Kappalam		mal					accepted_3776
Kappalei							accepted_3776
Noolambazham							accepted_3776
Pulichakka							accepted_3776
Aglay		tam					accepted_3785
Maleiveppu		tam					accepted_3785
Akil		mal					accepted_3785
Chandanaveppu		mal					accepted_3785
Chuvannakil		mal					accepted_3785
Karadi		mal					accepted_3785
Malaveppu		mal					accepted_3785
Kalgarike		kan					accepted_3785
Kaalaadhi		kan					accepted_3785
Karadi		kan					accepted_3785
Paaruli		kan					accepted_3785
Dalmara		kan					accepted_3785
Kal-hathuri		kan					accepted_3785
Uruli		kan					accepted_3785
Chikrasi							accepted_3785
Lal Devdar							accepted_3785
Chitta gong wood		eng					accepted_3785
Chikrassy		eng					accepted_3785
Chandanavembu		mal					accepted_3785
Vembu		mal					accepted_3785
Vellanangu		mal					accepted_3785
Karuva		mal					accepted_3808
Karuva		mal					accepted_3812
Karuva							accepted_3812
Illavangappattai							accepted_3812
Periyalavangappattai							accepted_3812
Kattukaruvappattai		tam					accepted_3815
Adavulavangapatte		kan					accepted_3815
Elavarung		mal					accepted_3815
Illavangam		mal					accepted_3815
Karappa		mal					accepted_3815
Karuppa		mal					accepted_3815
Kuppamaram		mal					accepted_3815
Patta		mal					accepted_3815
Shanthamaram		mal					accepted_3815
Vayana		mal					accepted_3815
Vazhana		mal					accepted_3815
Vellakodala		mal					accepted_3815
Illavangam							accepted_3815
Karappa							accepted_3815
Vayana							accepted_3815
Aattuvayana		mal					accepted_3823
Kattukaruva		mal					accepted_3825
Kula							accepted_3825
Kattu karavu							accepted_3825
Karruwa		tam					accepted_3829
Karuva		mal					accepted_3829
Cinnamon							accepted_3829
दालचीनी Dalchini		hin					accepted_3829
சன்னலவங்கம் Channalavangam		tam					accepted_3829
Karuva		tam					accepted_3829
Elavangam		mal					accepted_3829
Vayana		mal					accepted_3829
ದಾಲಚೀನೀ Dalchini		kan					accepted_3829
Darusita		san					accepted_3829
Dasini Chekka		tel					accepted_3829
Cinnamon		eng					accepted_3829
Cinnamomum		eng					accepted_3829
Edana		mal					accepted_3829
Erikkolam		mal					accepted_3829
Ilavargam		mal					accepted_3829
Kachakam		mal					accepted_3829
Karoon		mal					accepted_3829
Kunthakaimaram		mal					accepted_3829
Santhamaram		mal					accepted_3829
Thamala		mal					accepted_3829
Illavangappattai							accepted_3829
Karruwa							accepted_3829
Tamalpatra							accepted_3829
Kattukaruva		mal					accepted_3836
Shanthamaram		mal					accepted_3836
Vellakodala		mal					accepted_3836
Chembilaa							accepted_3836
Kaatu karruwa							accepted_3836
Kattu-veppilai		tam					accepted_3854
Kattukarveppilai		tam					accepted_3854
Pothi		tam					accepted_3854
Kattukariveppila		mal					accepted_3854
Kariveppila		mal					accepted_3854
Suganthaveppu		mal					accepted_3854
Potti		mal					accepted_3854
Nana		tam					accepted_3868
Kariveppilei		tam					accepted_3868
Katta-veppilei		tam					accepted_3868
Kattumunthri		mal					accepted_3868
Gorakotta		mal					accepted_3868
Kattukaruveppu		mal					accepted_3868
Kattumunthiri		mal					accepted_3868
Kaattu Karuvaeppilai							accepted_3868
Kattumunthiri							accepted_3868
Gorakotta							accepted_3868
Yellari		mal					accepted_3878
Parugilai		tam					accepted_3889
Perugilai		tam					accepted_3889
Vattakanni		tam					accepted_3889
Vatta-perivalam		mal					accepted_3889
Paragam		mal					accepted_3889
Peruku		mal					accepted_3889
Hill Glory Bower							accepted_3889
Glory Tree		eng					accepted_3889
Perivelam							accepted_3889
Vattaparuvelam							accepted_3889
Marpinki		mal					accepted_3905
Aadukolli		mal					accepted_3905
Marpinki							accepted_3905
Marpinki							accepted_3905
Kattupira		tam					accepted_3910
Kattupira							accepted_3910
Talippanai		tam					accepted_3915
Kodaipannai		tam					accepted_3915
Kodapanna		mal					accepted_3915
Talippana.		mal					accepted_3915
Talipot Palm							accepted_3915
Bajarbattu बजरबट्टू		hin					accepted_3915
Sritalam		tel					accepted_3915
Tali		ben					accepted_3915
Talipot		mar					accepted_3915
Kudappana		mal					accepted_3915
Kudaippanai		tam					accepted_3915
Talipot Palm.		eng					accepted_3915
Talipot Palm		eng					accepted_3915
Kodappana		mal					accepted_3915
Sitalam		mal					accepted_3915
Talippana		mal					accepted_3915
Theppadi		mal					accepted_3926
Yettimara		kan					accepted_3928
Chunnambumaram		mal					accepted_3928
Kolavanchi		mal					accepted_3928
Pambaram		mal					accepted_3928
Thenadal		mal					accepted_3928
Thavatta palavu							accepted_3928
Chunaambumaram							accepted_3928
Thenadal							accepted_3928
Porivatta		mal					accepted_3931
Porivatta							accepted_3931
Chembalamaram		mal					accepted_3939
Kadamanpara		mal					accepted_3943
Kadamanpara							accepted_3943
Karanai		tam					accepted_3948
Karavi		tam					accepted_3948
Karayini		tam					accepted_3948
Polavu		tam					accepted_3948
Vedipila		tam					accepted_3948
Vedupla		tam					accepted_3948
Velupla.		tam					accepted_3948
Vediplavu.		mal					accepted_3948
Aini Pla		tam					accepted_3948
Malai Kongi		tam					accepted_3948
Wild Durian.		eng					accepted_3948
Wild Durian Or Karayani							accepted_3948
Alanki		mal					accepted_3948
Karayni		mal					accepted_3948
Kurunguplavu		mal					accepted_3948
Mullenchankka		mal					accepted_3948
Mullenpali		mal					accepted_3948
Vediplavu		mal					accepted_3948
Vedippala							accepted_3948
Yanai pala							accepted_3948
Malai Konjil							accepted_3948
Kurunguplavu							accepted_3948
Mullenchankka							accepted_3948
Mullenpali							accepted_3948
Vediplavu							accepted_3948
Karayni							accepted_3948
Cherukoori		mal					accepted_3981
Koori.		mal					accepted_3984
Koori		mal					accepted_3984
Koori							accepted_3984
Kozhikkulamavu		mal					accepted_3989
Peekkiri		mal					accepted_3989
Vellakottlan		mal					accepted_3989
Vellakottlan							accepted_3989
Katunochchi		tam					accepted_3994
Kattunochi		mal					accepted_3994
Njandumutta		mal					accepted_3994
Pulichi		mal					accepted_3994
Orange Wild Rhea							accepted_3994
Neeranji		mal					accepted_3994
Narambili		mal					accepted_3994
Poonoolmaram		mal					accepted_3994
Kaatu nochi							accepted_3994
Kapsi							accepted_3994
Manalie chedi							accepted_3994
Kaattu nochchi		tam					accepted_3994
Otta-pilavu		tam					accepted_4004
Anaichorian		tam					accepted_4004
Anamayakki		mal					accepted_4004
Aanavannangi		mal					accepted_4004
Aanayaviratti		mal					accepted_4004
Kattanplavu		mal					accepted_4004
Choriyannam		mal					accepted_4004
Elephant Fever Nettle		eng					accepted_4004
Devil Nettle		eng					accepted_4004
Mouse Nettle		eng					accepted_4004
Mousa Nettle		eng					accepted_4004
Aananakki		mal					accepted_4004
Anaviratti		mal					accepted_4004
Anachoriyan		mal					accepted_4004
Kosa		mal					accepted_4004
